0	1	1994	1998	0.307587
0	2	1994	1998	0.100759
1	0	1998	1994	0.307587
1	210	1992	1980	0.590316
1	2055	1992	2004	0.95425
1	2056	1992	1994	0.442864
1	2057	1992	1996	0.236882
1	1588	1992	2004	0.876856
1	6415	1983	1986	0.790374
1	4650	1983	1986	0.681157
1	1018	2010	2013	0.664982
1	4720	1983	1985	0.652108
1	2207	2000	2010	0.546364
2	0	1998	1994	0.100759
3	4	2007	2009	0.278872
3	5	2007	2009	0.28089
3	6	2007	2009	0.129033
3	7	2007	2009	0.285036
4	3	2009	2007	0.278872
4	5095	2009	2007	0.0335864
4	5773	2009	2007	0.0803203
4	3969	2009	2007	0.648146
4	6794	2009	2007	0.0704349
4	3972	2009	2007	0.0971144
5	3	2009	2007	0.28089
5	5095	2009	2007	0.0872039
5	5773	2009	2007	0.206564
5	3969	2009	2007	0.742066
5	6794	2009	2007	0.275472
5	3972	2009	2007	0.140678
6	3	2009	2007	0.129033
6	5095	2009	2007	0.165043
6	5773	2009	2007	0.500643
6	3969	2009	2007	0.263761
6	6794	2009	2007	0.759371
6	3972	2009	2007	0.35949
7	3	2009	2007	0.285036
7	5095	2009	2007	0.41369
7	5773	2009	2007	0.819257
7	3969	2009	2007	0.386717
7	6794	2009	2007	0.969969
7	3972	2009	2007	0.616661
8	9	2012	2013	0
8	10	2012	2013	0
8	11	2012	2013	0
8	12	2012	2013	0
8	13	2012	2013	0
8	14	2012	2013	0
9	8	2013	2012	0
9	1227	2013	2012	0
9	5147	2013	2012	0
9	5519	2013	2012	0
9	5672	2013	2012	0
9	5726	2013	2012	0
9	6109	2013	2012	0
9	6539	2013	2012	0
9	6563	2013	2012	0
9	6606	2013	2012	0
9	6639	2013	2012	0
9	6757	2013	2012	0
9	6764	2013	2012	0
9	6934	2013	2012	0
10	8	2013	2012	0
10	1227	2013	2012	0
10	5147	2013	2012	0
10	5519	2013	2012	0
10	5672	2013	2012	0
10	5726	2013	2012	0
10	6109	2013	2012	0
10	6539	2013	2012	0
10	6563	2013	2012	0
10	6606	2013	2012	0
10	6639	2013	2012	0
10	6757	2013	2012	0
10	6764	2013	2012	0
10	6934	2013	2012	0
11	8	2013	2012	0
11	1227	2013	2012	0
11	5147	2013	2012	0
11	5519	2013	2012	0
11	5672	2013	2012	0
11	5726	2013	2012	0
11	6109	2013	2012	0
11	6539	2013	2012	0
11	6563	2013	2012	0
11	6606	2013	2012	0
11	6639	2013	2012	0
11	6757	2013	2012	0
11	6764	2013	2012	0
11	6934	2013	2012	0
12	8	2013	2012	0
12	1227	2013	2012	0
12	5147	2013	2012	0
12	5519	2013	2012	0
12	5672	2013	2012	0
12	5726	2013	2012	0
12	6109	2013	2012	0
12	6539	2013	2012	0
12	6563	2013	2012	0
12	6606	2013	2012	0
12	6639	2013	2012	0
12	6757	2013	2012	0
12	6764	2013	2012	0
12	6934	2013	2012	0
13	8	2013	2012	0
13	1227	2013	2012	0
13	5147	2013	2012	0
13	5519	2013	2012	0
13	5672	2013	2012	0
13	5726	2013	2012	0
13	6109	2013	2012	0
13	6539	2013	2012	0
13	6563	2013	2012	0
13	6606	2013	2012	0
13	6639	2013	2012	0
13	6757	2013	2012	0
13	6764	2013	2012	0
13	6934	2013	2012	0
14	8	2013	2012	0
14	1227	2013	2012	0
14	5147	2013	2012	0
14	5519	2013	2012	0
14	5672	2013	2012	0
14	5726	2013	2012	0
14	6109	2013	2012	0
14	6539	2013	2012	0
14	6563	2013	2012	0
14	6606	2013	2012	0
14	6639	2013	2012	0
14	6757	2013	2012	0
14	6764	2013	2012	0
