512	171
172	655
655	172
173	33
33	173
173	249
249	173
173	642
642	173
173	682
682	173
173	128
128	173
173	614
614	173
173	606
606	173
173	395
395	173
174	304
304	174
175	706
706	175
175	659
659	175
175	487
487	175
176	217
217	176
176	519
519	176
176	19
19	176
176	264
264	176
176	340
340	176
178	62
62	178
179	297
297	179
179	548
548	179
179	432
432	179
179	606
606	179
180	455
455	180
183	638
638	183
183	120
120	183
183	90
90	183
183	489
489	183
183	624
624	183
183	149
149	183
183	21
21	183
184	74
74	184
184	208
208	184
185	393
393	185
186	208
208	186
188	420
420	188
188	301
301	188
189	432
432	189
189	297
297	189
189	252
252	189
189	229
229	189
189	606
606	189
189	194
194	189
189	446
446	189
191	700
700	191
194	432
432	194
195	642
642	195
195	606
606	195
196	165
165	196
196	141
141	196
196	409
409	196
196	234
234	196
198	733
733	198
198	70
70	198
198	229
229	198
198	674
674	198
198	113
113	198
199	528
528	199
201	82
82	201
201	165
165	201
201	691
691	201
201	614
614	201
201	603
603	201
201	141
141	201
202	332
332	202
202	534
534	202
203	701
701	203
204	700
700	204
204	393
393	204
204	233
233	204
204	614
614	204
204	388
388	204
205	13
13	205
206	432
432	206
207	86
86	207
207	155
155	207
209	120
120	209
209	268
268	209
209	695
695	209
210	19
19	210
210	689
689	210
210	281
281	210
211	234
234	211
211	510
510	211
212	711
711	212
213	219
219	213
213	489
489	213
213	268
268	213
214	89
89	214
215	52
52	215
217	417
417	217
217	19
19	217
217	281
281	217
217	432
432	217
217	474
474	217
217	689
689	217
218	602
602	218
218	113
113	218
218	432
432	218
219	700
700	219
221	745
745	221
221	157
157	221
222	332
332	222
223	173
173	223
223	666
666	223
223	33
33	223
224	332
332	224
226	604
604	226
226	250
250	226
227	432
432	227
227	474
474	227
227	689
689	227
227	282
282	227
227	246
246	227
228	142
142	228
229	393
393	229
229	538
538	229
229	194
194	229
229	477
477	229
229	249
249	229
230	674
674	230
231	628
628	231
231	90
90	231
232	113
113	232
232	19
19	232
232	538
538	232
232	273
273	232
233	368
368	233
234	603
603	234
234	395
395	234
234	94
94	234
235	607
607	235
235	700
700	235
236	268
268	236
236	305
305	236
237	90
90	237
237	545
545	237
237	193
193	237
237	50
50	237
237	336
336	237
238	391
391	238
238	409
409	238
238	3
3	238
238	90
90	238
238	395
395	238
238	0
0	238
239	90
90	239
239	714
714	239
239	281
281	239
239	558
558	239
239	217
217	239
239	332
332	239
239	395
395	239
240	531
531	240
240	744
744	240
240	606
606	240
240	33
33	240
240	666
666	240
240	460
460	240
242	280
280	242
243	395
395	243
243	90
90	243
243	350
350	243
244	668
668	244
244	206
206	244
244	447
447	244
244	432
432	244
244	671
671	244
244	218
218	244
245	395
395	245
245	441
441	245
245	350
350	245
245	714
714	245
247	744
744	247
247	33
33	247
247	531
531	247
247	666
666	247
248	689
689	248
248	197
197	248
249	395
395	249
249	744
744	249
249	538
538	249
249	194
194	249
249	432
432	249
249	224
224	249
249	595
595	249
251	79
79	251
251	382
382	251
252	395
395	252
252	305
305	252
252	150
150	252
253	268
268	253
254	693
693	254
256	84
84	256
256	683
683	256
256	700
700	256
256	254
254	256
257	558
558	257
257	239
239	257
257	90
90	257
257	424
424	257
257	308
308	257
259	305
305	259
259	439
439	259
260	147
147	260
262	429
429	262
263	141
141	263
263	219
219	263
263	700
700	263
264	395
395	264
265	689
689	265
265	197
197	265
272	689
689	272
273	714
714	273
273	364
364	273
273	744
744	273
273	474
474	273
273	193
193	273
274	414
414	274
275	86
86	275
276	689
689	276
277	264
264	277
277	340
340	277
277	165
165	277
277	332
332	277
278	496
496	278
278	208
208	278
278	437
437	278
278	481
481	278
279	293
293	279
280	39
39	280
283	33
33	283
285	86
86	285
286	432
432	286
286	194
194	286
288	395
395	288
289	673
673	289
290	129
129	290
291	526
526	291
292	210
210	292
292	297
297	292
292	432
432	292
292	671
671	292
292	689
689	292
292	19
19	292
292	113
113	292
292	606
606	292
293	278
278	293
293	19
19	293
293	227
227	293
293	666
666	293
293	176
176	293
293	178
178	293
293	312
312	293
295	668
668	295
295	432
432	295
295	276
276	295
295	447
447	295
295	671
671	295
295	206
206	295
296	155
155	296
297	689
689	297
297	229
229	297
297	194
194	297
298	590
590	298
300	224
224	300
300	715
715	300
300	285
285	300
300	90
90	300
300	201
201	300
300	139
139	300
300	141
141	300
300	91
91	300
300	691
691	300
300	382
382	300
300	210
210	300
301	503
503	301
301	420
420	301
301	86
86	301
302	423
423	302
302	312
312	302
302	554
554	302
306	667
667	306
308	258
258	308
308	348
348	308
311	598
598	311
311	268
268	311
311	545
545	311
312	197
197	312
312	217
217	312
312	305
305	312
312	19
19	312
312	689
689	312
312	58
58	312
312	432
432	312
312	249
249	312
312	194
194	312
312	229
229	312
312	55
55	312
312	538
538	312
312	744
744	312
312	31
31	312
312	424
424	312
312	308
308	312
313	432
432	313
313	150
150	313
313	252
252	313
313	349
349	313
313	305
305	313
313	281
281	313
313	393
393	313
314	702
702	314
314	638
638	314
316	568
568	316
318	432
432	318
319	397
397	319
320	440
440	320
320	322
322	320
322	324
324	322
322	521
521	322
323	148
148	323
323	470
470	323
323	572
572	323
323	170
170	323
323	140
140	323
323	382
382	323
323	712
712	323
323	0
0	323
325	745
745	325
326	261
261	326
326	348
348	326
326	659
659	326
328	86
86	328
328	420
420	328
329	538
538	329
329	332
332	329
330	139
139	330
335	728
728	335
339	332
332	339
339	224
224	339
340	224
224	340
340	339
339	340
341	147
147	341
341	505
505	341
341	256
256	341
341	254
254	341
341	382
382	341
341	683
683	341
342	33
33	342
342	666
666	342
342	460
460	342
342	87
87	342
342	194
194	342
344	650
650	344
345	621
621	345
345	634
634	345
346	165
165	346
346	382
382	346
347	285
285	347
349	446
446	349
349	281
281	349
349	395
395	349
349	305
305	349
350	305
305	350
350	79
79	350
350	322
322	350
351	360
360	351
351	64
64	351
353	33
33	353
354	582
582	354
355	78
78	355
355	251
251	355
356	701
701	356
357	291
291	357
357	642
642	357
358	434
434	358
358	700
700	358
359	301
301	359
361	192
192	361
363	464
464	363
363	669
669	363
363	82
82	363
363	234
234	363
363	595
595	363
364	338
338	364
366	181
181	366
369	336
336	369
370	519
519	370
370	447
447	370
371	229
229	371
371	663
663	371
371	197
197	371
371	182
182	371
371	334
334	371
372	20
20	372
373	114
114	373
373	270
270	373
373	408
408	373
374	297
297	374
374	252
252	374
374	595
595	374
374	606
606	374
374	349
349	374
375	437
437	375
375	285
285	375
376	67
67	376
377	382
382	377
378	725
725	378
378	165
165	378
379	362
362	379
380	602
602	380
381	119
119	381
382	79
79	382
382	483
483	382
384	197
197	384
384	568
568	384
384	474
474	384
386	491
491	386
386	32
32	386
386	728
728	386
386	149
149	386
386	489
489	386
387	739
739	387
387	429
429	387
387	659
659	387
389	566
566	389
392	667
667	392
392	189
189	392
393	349
349	393
393	252
252	393
393	680
680	393
393	474
474	393
393	432
432	393
393	305
305	393
394	334
334	394
394	33
33	394
394	663
663	394
394	197
197	394
394	229
229	394
395	326
326	395
396	489
489	396
397	638
638	397
397	212
212	397
397	310
310	397
397	700
700	397
397	15
15	397
398	246
246	398
399	744
744	399
399	128
128	399
399	282
282	399
399	249
249	399
399	217
217	399
399	19
19	399
399	671
671	399
399	193
193	399
399	150
150	399
399	404
404	399
399	332
332	399
399	113
113	399
399	339
339	399
399	663
663	399
399	194
194	399
399	132
132	399
399	229
229	399
399	714
714	399
399	595
595	399
399	224
224	399
399	538
538	399
400	9
9	400
400	296
296	400
401	33
33	401
401	240
240	401
401	460
460	401
401	531
531	401
401	87
87	401
403	307
307	403
405	432
432	405
405	531
531	405
405	33
33	405
405	666
666	405
406	299
299	406
407	86
86	407
408	287
287	408
409	395
395	409
410	276
276	410
411	642
642	411
411	147
147	411
411	689
689	411
412	735
735	412
413	268
268	413
413	711
711	413
415	208
208	415
416	117
117	416
416	194
194	416
416	113
113	416
416	432
432	416
418	217
217	418
419	667
667	419
421	171
171	421
422	598
598	422
422	305
305	422
422	634
634	422
422	691
691	422
424	258
258	424
424	308
308	424
424	348
348	424
425	716
716	425
425	372
372	425
425	20
20	425
426	496
496	426
426	229
229	426
427	492
492	427
427	189
189	427
427	606
606	427
427	385
385	427
428	474
474	428
428	178
178	428
428	62
62	428
428	77
77	428
431	716
716	431
431	135
135	431
431	642
642	431
431	641
641	431
433	671
671	433
433	249
249	433
433	135
135	433
433	538
538	433
435	483
483	435
435	326
326	435
436	90
90	436
436	268
268	436
436	120
120	436
436	148
148	436
436	308
308	436
436	50
50	436
436	382
382	436
437	496
496	437
438	339
339	438
438	395
395	438
440	241
241	440
440	82
82	440
440	489
489	440
440	470
470	440
440	101
101	440
440	330
330	440
440	69
69	440
440	269
269	440
440	520
520	440
440	141
141	440
440	322
322	440
440	90
90	440
440	18
18	440
441	634
634	441
441	258
258	441
442	593
593	442
442	220
220	442
445	210
210	445
446	281
281	446
446	305
305	446
446	395
395	446
449	218
218	449
449	498
498	449
449	100
100	449
450	234
234	450
450	395
395	450
450	120
120	450
450	93
93	450
451	229
229	451
452	666
666	452
452	273
273	452
452	150
150	452
452	468
468	452
452	464
464	452
453	292
292	453
453	26
26	453
457	689
689	457
457	638
638	457
458	581
581	458
458	284
284	458
460	744
744	460
460	531
531	460
460	33
33	460
460	606
606	460
461	675
675	461
461	285
285	461
462	725
725	462
462	177
177	462
462	566
566	462
463	332
332	463
464	248
248	464
464	282
282	464
465	725
725	465
466	691
691	466
466	448
448	466
467	21
21	467
468	150
150	468
468	189
189	468
468	666
666	468
468	273
273	468
468	393
393	468
468	680
680	468
468	100
100	468
468	464
464	468
468	31
31	468
469	700
700	469
469	187
187	469
469	670
670	469
470	37
37	470
471	745
745	471
472	192
192	472
472	711
711	472
472	321
321	472
473	249
249	473
473	538
538	473
475	86
86	475
475	550
550	475
476	406
406	476
479	642
642	479
481	437
437	481
481	496
496	481
482	208
208	482
483	131
131	483
484	506
506	484
485	268
268	485
485	382
382	485
485	349
349	485
485	149
149	485
485	303
303	485
486	499
499	486
488	700
700	488
490	33
33	490
490	382
382	490
493	631
631	493
493	165
165	493
493	395
395	493
494	86
86	494
495	50
50	495
495	507
507	495
495	711
711	495
495	725
725	495
497	393
393	497
497	446
446	497
498	714
714	498
498	689
689	498
498	281
281	498
500	745
745	500
501	219
219	501
501	325
325	501
502	64
64	502
503	689
689	503
504	382
382	504
504	310
310	504
504	700
700	504
504	147
147	504
510	94
94	510
510	395
395	510
510	448
448	510
510	234
234	510
511	531
531	511
511	498
498	511
511	691
691	511
511	150
150	511
513	700
700	513
514	333
333	514
515	677
677	515
516	79
79	516
516	317
317	516
516	327
327	516
517	227
227	517
518	545
545	518
519	744
744	519
519	538
538	519
519	340
340	519
519	432
432	519
519	689
689	519
521	305
305	521
522	612
612	522
523	208
208	523
523	178
178	523
523	474
474	523
523	113
113	523
523	671
671	523
523	227
227	523
523	182
182	523
523	395
395	523
523	432
432	523
523	428
428	523
523	714
714	523
523	62
62	523
523	77
77	523
523	570
570	523
524	321
321	524
525	336
336	525
527	217
217	527
529	606
606	529
529	325
325	529
529	179
179	529
529	55
55	529
529	17
17	529
531	193
193	531
531	282
282	531
531	33
33	531
531	19
19	531
531	744
744	531
531	113
113	531
531	217
217	531
531	595
595	531
533	498
498	533
533	391
391	533
533	587
587	533
536	268
268	536
536	90
90	536
536	21
21	536
536	50
50	536
536	621
621	536
536	161
161	536
537	200
200	537
537	474
474	537
537	273
273	537
537	217
217	537
537	249
249	537
537	33
33	537
537	246
246	537
538	113
113	538
538	432
432	538
538	744
744	538
539	326
326	539
539	691
691	539
540	689
689	540
541	197
197	541
542	621
621	542
542	444
444	542
543	397
397	543
543	310
310	543
544	558
558	544
544	714
714	544
544	210
210	544
546	337
337	546
546	426
426	546
546	227
227	546
546	229
229	546
547	336
336	547
549	331
331	549
551	647
647	551
553	509
509	553
553	81
81	553
554	552
552	554
555	199
199	555
555	470
470	555
555	336
336	555
557	216
216	557
557	234
234	557
557	709
709	557
557	395
395	557
557	614
614	557
557	448
448	557
557	201
201	557
558	281
281	558
559	520
520	559
559	120
120	559
559	711
711	559
559	45
45	559
560	365
365	560
561	113
113	561
561	716
716	561
562	276
276	562
564	538
538	564
564	432
432	564
564	128
128	564
564	744
744	564
564	249
249	564
564	264
264	564
565	470
470	565
566	112
112	566
566	120
120	566
566	270
270	566
567	733
733	567
567	197
197	567
568	197
197	568
569	382
382	569
569	395
395	569
569	141
141	569
569	83
83	569
569	657
657	569
571	147
147	571
571	448
448	571
571	28
28	571
571	510
510	571
575	321
321	575
576	429
429	576
576	305
305	576
578	535
535	578
579	92
92	579
579	21
21	579
580	699
699	580
583	21
21	583
583	715
715	583
584	440
440	584
584	141
141	584
584	395
395	584
584	239
239	584
584	489
489	584
584	236
236	584
585	318
318	585
585	568
568	585
586	29
29	586
586	698
698	586
586	122
122	586
586	625
625	586
587	395
395	587
587	94
94	587
588	266
266	588
589	315
315	589
591	662
662	591
591	86
86	591
592	362
362	592
593	336
336	593
594	448
448	594
594	140
140	594
595	744
744	595
595	689
689	595
595	113
113	595
595	432
432	595
596	219
219	596
596	294
294	596
596	700
700	596
596	285
285	596
597	737
737	597
597	112
112	597
597	462
462	597
599	532
532	599
600	106
106	600
600	167
167	600
600	120
120	600
600	508
508	600
600	489
489	600
600	149
149	600
600	480
480	600
600	728
728	600
600	50
50	600
600	124
124	600
600	270
270	600
601	90
90	601
601	4
4	601
601	621
621	601
601	598
598	601
601	530
530	601
601	268
268	601
602	454
454	602
603	614
614	603
603	224
224	603
603	483
483	603
604	79
79	604
605	138
138	605
605	294
294	605
606	33
33	606
606	297
297	606
606	744
744	606
608	271
271	608
609	735
735	609
609	684
684	609
609	613
613	609
609	478
478	609
610	312
312	610
610	118
118	610
611	486
486	611
614	350
350	614
614	395
395	614
614	165
165	614
614	340
340	614
614	141
141	614
615	682
682	615
615	40
40	615
616	187
187	616
616	86
86	616
617	700
700	617
617	745
745	617
618	432
432	618
618	178
178	618
618	538
538	618
618	33
33	618
618	229
229	618
619	700
700	619
620	714
714	620
620	332
332	620
622	117
117	622
622	689
689	622
622	197
197	622
623	113
113	623
624	120
120	624
624	78
78	624
625	29
29	625
626	691
691	626
626	720
720	626
626	628
628	626
626	382
382	626
626	187
187	626
626	28
28	626
626	285
285	626
628	239
239	628
628	539
539	628
628	424
424	628
628	90
90	628
629	620
620	629
629	150
150	629
630	282
282	630
631	90
90	631
631	717
717	631
631	224
224	631
631	395
395	631
631	691
691	631
632	86
86	632
633	179
179	633
633	113
113	633
633	568
568	633
635	649
649	635
636	285
285	636
639	39
39	639
640	603
603	640
640	633
633	640
640	244
244	640
640	417
417	640
640	91
91	640
640	577
577	640
640	200
200	640
640	273
273	640
640	144
144	640
640	234
234	640
640	217
217	640
640	340
340	640
640	689
689	640
642	671
671	642
642	432
432	642
642	602
602	642
642	218
218	642
643	455
455	643
644	535
535	644
644	282
282	644
644	689
689	644
644	671
671	644
644	113
113	644
645	508
508	645
646	666
666	646
646	33
33	646
646	531
531	646
648	149
149	648
648	310
310	648
648	367
367	648
651	498
498	651
651	110
110	651
651	395
395	651
652	274
274	652
654	653
653	654
658	225
225	658
660	9
9	660
661	410
410	661
663	19
19	663
663	744
744	663
664	637
637	664
664	309
309	664
664	219
219	664
664	700
700	664
665	395
395	665
665	340
340	665
666	326
326	666
666	249
249	666
666	33
33	666
666	539
539	666
666	432
432	666
666	744
744	666
666	531
531	666
666	197
197	666
667	689
689	667
667	276
276	667
667	432
432	667
667	447
447	667
667	671
671	667
672	287
287	672
672	336
336	672
672	268
268	672
678	64
64	678
678	44
44	678
678	57
57	678
678	716
716	678
678	576
576	678
678	382
382	678
678	550
550	678
678	517
517	678
678	546
546	678
678	703
703	678
679	128
128	679
679	113
113	679
680	305
305	680
680	474
474	680
680	432
432	680
680	744
744	680
681	568
568	681
682	128
128	682
682	33
33	682
682	606
606	682
682	614
614	682
682	395
395	682
682	642
642	682
682	249
249	682
683	693
693	683
683	393
393	683
685	627
627	685
685	700
700	685
686	310
310	686
689	432
432	689
690	101
101	690
690	520
520	690
690	132
132	690
690	175
175	690
690	69
69	690
690	489
489	690
690	711
711	690
690	395
395	690
690	149
149	690
690	440
440	690
690	747
747	690
690	141
141	690
690	268
268	690
690	239
239	690
692	711
711	692
693	393
393	693
693	700
700	693
695	268
268	695
696	508
508	696
696	638
638	696
696	167
167	696
702	50
50	702
702	112
112	702
702	700
700	702
702	120
120	702
703	517
517	703
703	337
337	703
704	409
409	704
704	94
94	704
704	717
717	704
704	341
341	704
704	700
700	704
704	69
69	704
704	448
448	704
704	382
382	704
704	252
252	704
705	258
258	705
705	348
348	705
705	261
261	705
707	674
674	707
707	70
70	707
707	567
567	707
707	96
96	707
707	733
733	707
708	21
21	708
708	151
151	708
709	557
557	709
709	680
680	709
709	691
691	709
709	634
634	709
710	550
550	710
710	656
656	710
713	159
159	713
713	292
292	713
713	26
26	713
713	573
573	713
715	336
336	715
715	634
634	715
717	141
141	717
717	395
395	717
717	224
224	717
717	691
691	717
717	539
539	717
717	726
726	717
718	459
459	718
719	545
545	719
719	270
270	719
721	745
745	721
722	382
382	722
722	638
638	722
723	157
157	723
723	700
700	723
723	571
571	723
724	362
362	724
725	305
305	725
725	507
507	725
725	676
676	725
727	297
297	727
727	464
464	727
727	410
410	727
728	521
521	728
729	352
352	729
729	5
5	729
730	267
267	730
730	570
570	730
730	496
496	730
732	268
268	732
732	145
145	732
732	327
327	732
732	628
628	732
732	149
149	732
732	383
383	732
733	567
567	733
733	674
674	733
734	395
395	734
736	682
682	736
736	343
343	736
736	173
173	736
737	715
715	737
737	21
21	737
738	402
402	738
738	242
242	738
738	280
280	738
740	52
52	740
740	165
165	740
740	395
395	740
740	141
141	740
740	510
510	740
740	94
94	740
740	680
680	740
740	91
91	740
740	234
234	740
740	107
107	740
740	0
0	740
740	128
128	740
740	313
313	740
740	28
28	740
740	285
285	740
740	93
93	740
741	744
744	741
741	689
689	741
741	417
417	741
741	23
23	741
742	305
305	742
743	745
745	743
743	157
157	743
744	432
432	744
744	689
689	744
744	113
113	744
746	685
685	746
746	538
538	746
747	395
395	747
747	717
717	747
748	715
715	748
748	120
120	748
748	106
106	748
748	92
92	748
